,Unnamed: 0,IPI,MTT,Import,Export,BalCom,Pib1,Pib2,ref,ouverture,cloture,ref.1,ouverture.1,cloture.1,ref.2,ouverture.2,cloture.2,ref.3,ouverture.3,cloture.3,ref.4,ouverture.4,cloture.4,ref.5,ouverture.5,cloture.5,ref.6,ouverture.6,cloture.6,ref.7,ouverture.7,cloture.7,ref.8,ouverture.8,cloture.8,ref.9,ouverture.9,cloture.9,ref.10,ouverture.10,cloture.10,ref.11,ouverture.11,cloture.11,ref.12,ouverture.12,cloture.12,ref.13,ouverture.13,cloture.13,ref.14,ouverture.14,cloture.14,ref.15,ouverture.15,cloture.15,ref.16,ouverture.16,cloture.16,ref.17,ouverture.17,cloture.17,ref.18,ouverture.18,cloture.18,ref.19,ouverture.19,cloture.19,ref.20,ouverture.20,cloture.20,ref.21,ouverture.21,cloture.21,ref.22,ouverture.22,cloture.22,TIL,ref.23,ouverture.23,cloture.23,ref.24,ouverture.24,cloture.24,Delice,ouverture.25,cloture.25,ref.26,ouverture.26,cloture.26,ref.27,ouverture.27,cloture.27,ref.28,ouverture.28,cloture.28,ref.29,ouverture.29,cloture.29,ref.30,ouverture.30,cloture.30,ref.31,ouverture.31,cloture.31,ref.32,ouverture.32,cloture.32,ref.33,ouverture.33,cloture.33,ref.34,ouverture.34,cloture.34,ref.35,ouverture.35,cloture.35,ref.36,ouverture.36,cloture.36,ref.37,ouverture.37,cloture.37,ref.38,ouverture.38,cloture.38,ref.39,ouverture.39,cloture.39,ref.40,ouverture.40,cloture.40,ref.41,ouverture.41,cloture.41,ref.42,ouverture.42,cloture.42,Price,Open,High,Low,Vol.,Change %
42,2018-02-12,88.3,5.61,3482.6,4486.3,-1221.8,1694.2,18158.6,17280,17290,17150,2190,2180,2150,3220,3190,3210,3280,3040,3020,15200,15390,15450,1700,1700,1700,26800,26800,27480,12180,11550,12000,13980,14260,13970,7100,7110,7090,11300,11200,11390,8460,8400,8460,8170,8000,8170,6630,6540,6590,720,750,710,3600,3610,3690,5930,5990,5930,3760,3700,3760,7070,7050,7050,2400,2350,2350,1500,1480,1470,12900,12980,12850,2720,2720,2720,,18140,17940,17940,1970,1920,1960,2800,2800,2880,89240,89000,89000,10640,10640,10600,3300,3290,3280,17950,16500,16980,43300,43800,43650,23400,23400,23400,4130,4070,4120,23990,23800,24400,12000,12000,12000,3590,3610,3640,7900,7900,7900,13800,13800,13970,18400,18510,19000,127900,129000,127000,43090,43350,43650,410,400,400,19650,19610,19650,6558.41,6519.56,6564.26,6512.22,374600,0.65
43,2018-02-13,88.3,5.61,3482.6,4486.3,-1221.8,1694.2,18158.6,17280,17290,17150,2190,2180,2150,3220,3190,3210,3280,3040,3020,15200,15390,15450,1700,1700,1700,26800,26800,27480,12180,11550,12000,13980,14260,13970,7100,7110,7090,11300,11200,11390,8460,8400,8460,8170,8000,8170,6630,6540,6590,720,750,710,3600,3610,3690,5930,5990,5930,3760,3700,3760,7070,7050,7050,2400,2350,2350,1500,1480,1470,12900,12980,12850,2720,2720,2720,,18140,17940,17940,1970,1920,1960,2800,2800,2880,89240,89000,89000,10640,10640,10600,3300,3290,3280,17950,16500,16980,43300,43800,43650,23400,23400,23400,4130,4070,4120,23990,23800,24400,12000,12000,12000,3590,3610,3640,7900,7900,7900,13800,13800,13970,18400,18510,19000,127900,129000,127000,43090,43350,43650,410,400,400,19650,19610,19650,6584.12,6559.42,6584.12,6554.5,759650,0.39
44,2018-02-14,88.3,5.61,3482.6,4486.3,-1221.8,1694.2,18158.6,17280,17290,17150,2190,2180,2150,3220,3190,3210,3280,3040,3020,15200,15390,15450,1700,1700,1700,26800,26800,27480,12180,11550,12000,13980,14260,13970,7100,7110,7090,11300,11200,11390,8460,8400,8460,8170,8000,8170,6630,6540,6590,720,750,710,3600,3610,3690,5930,5990,5930,3760,3700,3760,7070,7050,7050,2400,2350,2350,1500,1480,1470,12900,12980,12850,2720,2720,2720,,18140,17940,17940,1970,1920,1960,2800,2800,2880,89240,89000,89000,10640,10640,10600,3300,3290,3280,17950,16500,16980,43300,43800,43650,23400,23400,23400,4130,4070,4120,23990,23800,24400,12000,12000,12000,3590,3610,3640,7900,7900,7900,13800,13800,13970,18400,18510,19000,127900,129000,127000,43090,43350,43650,410,400,400,19650,19610,19650,6586.29,6582.37,6598.96,6575.14,1310000,0.03
45,2018-02-15,88.3,5.61,3482.6,4486.3,-1221.8,1694.2,18158.6,17280,17290,17150,2190,2180,2150,3220,3190,3210,3280,3040,3020,15200,15390,15450,1700,1700,1700,26800,26800,27480,12180,11550,12000,13980,14260,13970,7100,7110,7090,11300,11200,11390,8460,8400,8460,8170,8000,8170,6630,6540,6590,720,750,710,3600,3610,3690,5930,5990,5930,3760,3700,3760,7070,7050,7050,2400,2350,2350,1500,1480,1470,12900,12980,12850,2720,2720,2720,,18140,17940,17940,1970,1920,1960,2800,2800,2880,89240,89000,89000,10640,10640,10600,3300,3290,3280,17950,16500,16980,43300,43800,43650,23400,23400,23400,4130,4070,4120,23990,23800,24400,12000,12000,12000,3590,3610,3640,7900,7900,7900,13800,13800,13970,18400,18510,19000,127900,129000,127000,43090,43350,43650,410,400,400,19650,19610,19650,6581.68,6591.52,6591.98,6572.7,635230,-0.07
46,2018-02-16,88.3,5.61,3482.6,4486.3,-1221.8,1694.2,18158.6,17280,17290,17150,2190,2180,2150,3220,3190,3210,3280,3040,3020,15200,15390,15450,1700,1700,1700,26800,26800,27480,12180,11550,12000,13980,14260,13970,7100,7110,7090,11300,11200,11390,8460,8400,8460,8170,8000,8170,6630,6540,6590,720,750,710,3600,3610,3690,5930,5990,5930,3760,3700,3760,7070,7050,7050,2400,2350,2350,1500,1480,1470,12900,12980,12850,2720,2720,2720,,18140,17940,17940,1970,1920,1960,2800,2800,2880,89240,89000,89000,10640,10640,10600,3300,3290,3280,17950,16500,16980,43300,43800,43650,23400,23400,23400,4130,4070,4120,23990,23800,24400,12000,12000,12000,3590,3610,3640,7900,7900,7900,13800,13800,13970,18400,18510,19000,127900,129000,127000,43090,43350,43650,410,400,400,19650,19610,19650,6572.89,6579.78,6580.61,6553.04,757200,-0.13
49,2018-02-19,88.3,5.61,3482.6,4486.3,-1221.8,1694.2,18158.6,17280,17290,17150,2190,2180,2150,3220,3190,3210,3280,3040,3020,15200,15390,15450,1700,1700,1700,26800,26800,27480,12180,11550,12000,13980,14260,13970,7100,7110,7090,11300,11200,11390,8460,8400,8460,8170,8000,8170,6630,6540,6590,720,750,710,3600,3610,3690,5930,5990,5930,3760,3700,3760,7070,7050,7050,2400,2350,2350,1500,1480,1470,12900,12980,12850,2720,2720,2720,,18140,17940,17940,1970,1920,1960,2800,2800,2880,89240,89000,89000,10640,10640,10600,3300,3290,3280,17950,16500,16980,43300,43800,43650,23400,23400,23400,4130,4070,4120,23990,23800,24400,12000,12000,12000,3590,3610,3640,7900,7900,7900,13800,13800,13970,18400,18510,19000,127900,129000,127000,43090,43350,43650,410,400,400,19650,19610,19650,6562.16,6573.6,6574.84,6553.72,367150,-0.16
50,2018-02-20,88.3,5.61,3482.6,4486.3,-1221.8,1694.2,18158.6,18350,18020,18350,2400,2180,2150,3190,3190,3180,3080,3020,3080,15470,15680,15650,1450,1410,1440,30000,30000,30200,11800,11800,11800,14750,14750,14900,7700,7700,7750,11000,10970,10970,8280,8280,8280,8000,8080,8080,6530,6540,6560,690,690,690,3800,3790,3770,5690,5690,5690,3760,3750,3750,6680,6680,6680,2340,2350,2350,1530,1520,1520,12600,12700,12650,2500,2500,2500,,17990,17950,17990,1950,1940,2000,2830,2800,2830,78000,77500,78000,10600,10620,10620,3190,3290,3280,17490,16500,16980,39490,43800,43650,24900,24900,24900,4080,4110,4110,25500,25500,25600,13180,13100,13080,3850,3860,3860,8110,8110,8110,13400,13100,13200,20780,20780,20750,132510,132700,132000,45810,45810,46000,460,460,440,19800,19820,20000,6570.48,6561.89,6570.49,6526.09,342470,0.13
51,2018-02-21,88.3,5.61,3482.6,4486.3,-1221.8,1694.2,18158.6,18350,18100,18300,2400,2180,2150,3180,3170,3270,3080,3020,3080,15650,15680,15580,1440,1450,1520,30200,30000,31100,11800,11800,11800,14900,14900,14950,7750,7750,7860,10970,11000,11000,8280,8280,8280,8080,8080,8080,6560,6560,6740,690,670,690,3770,3770,3780,5690,5740,5750,3750,3750,3750,6680,6670,6680,2340,2350,2350,1520,1500,1520,12650,12700,12600,2500,2530,2580,,17990,17850,17990,2000,1960,1980,2830,2750,2790,78000,78000,79000,10620,10600,10600,3190,3180,3140,17490,17000,17000,39490,38310,38310,24900,24860,24970,4110,4080,4060,25600,25600,25500,13080,13010,12980,3860,3800,3900,8110,8110,8120,13200,13200,13200,20750,20950,20880,132000,132000,132020,46000,46000,46890,440,440,420,20000,20000,20200,6590.36,6572.62,6594.84,6567.05,541140,0.3
52,2018-02-22,88.3,5.61,3482.6,4486.3,-1221.8,1694.2,18158.6,18350,18100,18300,2400,2180,2150,3180,3170,3270,3080,3020,3080,15650,15680,15580,1440,1450,1520,30200,30000,31100,11800,11800,11800,14900,14900,14950,7750,7750,7860,10970,11000,11000,8280,8280,8280,8080,8080,8080,6560,6560,6740,690,670,690,3770,3770,3780,5690,5740,5750,3750,3750,3750,6680,6670,6680,2340,2350,2350,1520,1500,1520,12650,12700,12600,2500,2530,2580,,17990,17850,17990,2000,1960,1980,2830,2750,2790,78000,78000,79000,10620,10600,10600,3190,3180,3140,17490,17000,17000,39490,38310,38310,24900,24860,24970,4110,4080,4060,25600,25600,25500,13080,13010,12980,3860,3800,3900,8110,8110,8120,13200,13200,13200,20750,20950,20880,132000,132000,132020,46000,46000,46890,440,440,420,20000,20000,20200,6632.3,6603.06,6634,6580.53,457020,0.64
53,2018-02-23,88.3,5.61,3482.6,4486.3,-1221.8,1694.2,18158.6,18350,18100,18300,2400,2180,2150,3180,3170,3270,3080,3020,3080,15650,15680,15580,1440,1450,1520,30200,30000,31100,11800,11800,11800,14900,14900,14950,7750,7750,7860,10970,11000,11000,8280,8280,8280,8080,8080,8080,6560,6560,6740,690,670,690,3770,3770,3780,5690,5740,5750,3750,3750,3750,6680,6670,6680,2340,2350,2350,1520,1500,1520,12650,12700,12600,2500,2530,2580,,17990,17850,17990,2000,1960,1980,2830,2750,2790,78000,78000,79000,10620,10600,10600,3190,3180,3140,17490,17000,17000,39490,38310,38310,24900,24860,24970,4110,4080,4060,25600,25600,25500,13080,13010,12980,3860,3800,3900,8110,8110,8120,13200,13200,13200,20750,20950,20880,132000,132000,132020,46000,46000,46890,440,440,420,20000,20000,20200,6662.57,6629.3,6672.08,6624.54,520970,0.46
56,2018-02-26,88.3,5.61,3482.6,4486.3,-1221.8,1694.2,18158.6,18350,18100,18300,2400,2180,2150,3180,3170,3270,3080,3020,3080,15650,15680,15580,1440,1450,1520,30200,30000,31100,11800,11800,11800,14900,14900,14950,7750,7750,7860,10970,11000,11000,8280,8280,8280,8080,8080,8080,6560,6560,6740,690,670,690,3770,3770,3780,5690,5740,5750,3750,3750,3750,6680,6670,6680,2340,2350,2350,1520,1500,1520,12650,12700,12600,2500,2530,2580,,17990,17850,17990,2000,1960,1980,2830,2750,2790,78000,78000,79000,10620,10600,10600,3190,3180,3140,17490,17000,17000,39490,38310,38310,24900,24860,24970,4110,4080,4060,25600,25600,25500,13080,13010,12980,3860,3800,3900,8110,8110,8120,13200,13200,13200,20750,20950,20880,132000,132000,132020,46000,46000,46890,440,440,420,20000,20000,20200,6686.1,6664.82,6705.5,6664.82,594150,0.35
57,2018-02-27,88.3,5.61,3482.6,4486.3,-1221.8,1694.2,18158.6,18350,18100,18300,2400,2180,2150,3180,3170,3270,3080,3020,3080,15650,15680,15580,1440,1450,1520,30200,30000,31100,11800,11800,11800,14900,14900,14950,7750,7750,7860,10970,11000,11000,8280,8280,8280,8080,8080,8080,6560,6560,6740,690,670,690,3770,3770,3780,5690,5740,5750,3750,3750,3750,6680,6670,6680,2340,2350,2350,1520,1500,1520,12650,12700,12600,2500,2530,2580,,17990,17850,17990,2000,1960,1980,2830,2750,2790,78000,78000,79000,10620,10600,10600,3190,3180,3140,17490,17000,17000,39490,38310,38310,24900,24860,24970,4110,4080,4060,25600,25600,25500,13080,13010,12980,3860,3800,3900,8110,8110,8120,13200,13200,13200,20750,20950,20880,132000,132000,132020,46000,46000,46890,440,440,420,20000,20000,20200,6691.45,6693.08,6698.91,6684.01,652730,0.08
58,2018-02-28,88.3,5.61,3482.6,4486.3,-1221.8,1694.2,18158.6,18350,18100,18300,2400,2180,2150,3180,3170,3270,3080,3020,3080,15650,15680,15580,1440,1450,1520,30200,30000,31100,11800,11800,11800,14900,14900,14950,7750,7750,7860,10970,11000,11000,8280,8280,8280,8080,8080,8080,6560,6560,6740,690,670,690,3770,3770,3780,5690,5740,5750,3750,3750,3750,6680,6670,6680,2340,2350,2350,1520,1500,1520,12650,12700,12600,2500,2530,2580,,17990,17850,17990,2000,1960,1980,2830,2750,2790,78000,78000,79000,10620,10600,10600,3190,3180,3140,17490,17000,17000,39490,38310,38310,24900,24860,24970,4110,4080,4060,25600,25600,25500,13080,13010,12980,3860,3800,3900,8110,8110,8120,13200,13200,13200,20750,20950,20880,132000,132000,132020,46000,46000,46890,440,440,420,20000,20000,20200,6698.51,6693.62,6701.75,6670.01,428760,0.11
59,2018-03-01,92.6,6.04,3569.9,5009.6,-1220.8,1694.2,18158.6,18350,18100,18300,2400,2180,2150,3180,3170,3270,3080,3020,3080,15650,15680,15580,1440,1450,1520,30200,30000,31100,11800,11800,11800,14900,14900,14950,7750,7750,7860,10970,11000,11000,8280,8280,8280,8080,8080,8080,6560,6560,6740,690,670,690,3770,3770,3780,5690,5740,5750,3750,3750,3750,6680,6670,6680,2340,2350,2350,1520,1500,1520,12650,12700,12600,2500,2530,2580,,17990,17850,17990,2000,1960,1980,2830,2750,2790,78000,78000,79000,10620,10600,10600,3190,3180,3140,17490,17000,17000,39490,38310,38310,24900,24860,24970,4110,4080,4060,25600,25600,25500,13080,13010,12980,3860,3800,3900,8110,8110,8120,13200,13200,13200,20750,20950,20880,132000,132000,132020,46000,46000,46890,440,440,420,20000,20000,20200,6696.49,6699.64,6701.22,6671.07,419140,-0.03
60,2018-03-02,92.6,6.04,3569.9,5009.6,-1220.8,1694.2,18158.6,18350,18100,18300,2400,2180,2150,3180,3170,3270,3080,3020,3080,15650,15680,15580,1440,1450,1520,30200,30000,31100,11800,11800,11800,14900,14900,14950,7750,7750,7860,10970,11000,11000,8280,8280,8280,8080,8080,8080,6560,6560,6740,690,670,690,3770,3770,3780,5690,5740,5750,3750,3750,3750,6680,6670,6680,2340,2350,2350,1520,1500,1520,12650,12700,12600,2500,2530,2580,,17990,17850,17990,2000,1960,1980,2830,2750,2790,78000,78000,79000,10620,10600,10600,3190,3180,3140,17490,17000,17000,39490,38310,38310,24900,24860,24970,4110,4080,4060,25600,25600,25500,13080,13010,12980,3860,3800,3900,8110,8110,8120,13200,13200,13200,20750,20950,20880,132000,132000,132020,46000,46000,46890,440,440,420,20000,20000,20200,6703.19,6697.13,6717.77,6697.13,668600,0.1
63,2018-03-05,92.6,6.04,3569.9,5009.6,-1220.8,1694.2,18158.6,18350,18100,18300,2400,2180,2150,3180,3170,3270,3080,3020,3080,15650,15680,15580,1440,1450,1520,30200,30000,31100,11800,11800,11800,14900,14900,14950,7750,7750,7860,10970,11000,11000,8280,8280,8280,8080,8080,8080,6560,6560,6740,690,670,690,3770,3770,3780,5690,5740,5750,3750,3750,3750,6680,6670,6680,2340,2350,2350,1520,1500,1520,12650,12700,12600,2500,2530,2580,,17990,17850,17990,2000,1960,1980,2830,2750,2790,78000,78000,79000,10620,10600,10600,3190,3180,3140,17490,17000,17000,39490,38310,38310,24900,24860,24970,4110,4080,4060,25600,25600,25500,13080,13010,12980,3860,3800,3900,8110,8110,8120,13200,13200,13200,20750,20950,20880,132000,132000,132020,46000,46000,46890,440,440,420,20000,20000,20200,6717.91,6706.57,6717.98,6695.57,575790,0.22
64,2018-03-06,92.6,6.04,3569.9,5009.6,-1220.8,1694.2,18158.6,18350,18100,18300,2400,2180,2150,3180,3170,3270,3080,3020,3080,15650,15680,15580,1440,1450,1520,30200,30000,31100,11800,11800,11800,14900,14900,14950,7750,7750,7860,10970,11000,11000,8280,8280,8280,8080,8080,8080,6560,6560,6740,690,670,690,3770,3770,3780,5690,5740,5750,3750,3750,3750,6680,6670,6680,2340,2350,2350,1520,1500,1520,12650,12700,12600,2500,2530,2580,,17990,17850,17990,2000,1960,1980,2830,2750,2790,78000,78000,79000,10620,10600,10600,3190,3180,3140,17490,17000,17000,39490,38310,38310,24900,24860,24970,4110,4080,4060,25600,25600,25500,13080,13010,12980,3860,3800,3900,8110,8110,8120,13200,13200,13200,20750,20950,20880,132000,132000,132020,46000,46000,46890,440,440,420,20000,20000,20200,6736.33,6717.91,6738.18,6698.86,478740,0.27
65,2018-03-07,92.6,6.04,3569.9,5009.6,-1220.8,1694.2,18158.6,18000,18000,17900,2260,2200,2270,3550,3470,3550,3170,3170,3150,15150,15140,15000,2180,2240,2300,34610,34600,34500,11700,11680,11680,14800,14800,14740,8190,8200,8300,10670,10700,10500,8300,8300,8300,7970,8080,8080,7350,7350,7300,690,670,690,3900,3920,3900,5680,5690,5680,3640,3610,3640,6840,6830,6840,2350,2310,2350,1510,1510,1520,12710,12900,12710,2500,2500,2450,,17600,17990,17990,2060,2010,2070,2780,2840,2850,79600,79560,79580,10600,10630,10600,3100,3100,3100,17000,17290,16950,39000,38310,38310,26380,26400,26410,4170,4170,4180,25900,25890,25890,13300,13250,13300,3690,3690,3780,8210,8210,8250,12900,12900,13270,20660,20700,20660,140000,140500,141000,46950,46990,46800,450,460,450,21400,20000,20200,6791.44,6740.05,6791.44,6733.7,573070,0.82
66,2018-03-08,92.6,6.04,3569.9,5009.6,-1220.8,1694.2,18158.6,17900,18390,18390,2270,2270,2270,3550,3550,3600,3150,3060,3060,15000,15010,14940,2310,2240,2300,34500,34600,34500,11680,11400,11650,14740,14700,14500,8300,8300,8290,10500,10500,10450,8300,8300,8300,7970,7970,7970,7300,7270,7300,690,700,700,3900,3900,3900,5680,5700,5600,3640,3640,3690,6840,6790,6800,2350,2300,2350,1520,1510,1520,12710,12700,12900,2450,2430,2440,,17990,17900,18000,2070,2080,2060,2850,2900,2890,79580,79960,79560,10600,10620,10600,3100,3100,3100,16950,16950,17000,39000,38310,38310,26410,26500,26300,4180,4180,4190,25890,25880,25800,13300,13280,13300,3780,3780,3880,8250,8220,8320,13270,13430,13660,20660,20500,20400,141000,141000,140900,46800,46800,46650,450,450,450,22360,23280,22370,6796.7,6793.86,6841.2,6788.84,555770,0.08
67,2018-03-09,92.6,6.04,3569.9,5009.6,-1220.8,1694.2,18158.6,18390,18380,18300,2270,2180,2230,3600,3500,3580,3060,3150,3070,14940,15130,14960,2410,2510,2390,34500,34400,34500,11650,11500,11500,14500,14600,14500,8290,8300,8400,10450,10500,10450,8300,8300,8300,7970,7970,7970,7300,7300,7290,700,700,680,3900,3920,3910,5600,5600,5600,3690,3640,3700,6800,6790,6800,2350,2300,2350,1520,1500,1510,12900,12890,13000,2440,2480,2480,,18000,18000,18000,2060,2060,2060,2890,2770,2800,79560,79560,79000,10600,10600,10600,3100,3150,3100,17000,17000,17000,39000,38310,38310,26300,26490,26300,4190,4180,4200,25800,25850,25880,13300,13270,13300,3880,3850,3820,8320,8320,8360,13660,13500,13500,20400,20650,20400,140900,141000,140010,46650,46650,46300,450,450,450,22370,22860,22840,6809.46,6827.78,6835.11,6782.49,621410,0.19
70,2018-03-12,92.6,6.04,3569.9,5009.6,-1220.8,1694.2,18158.6,18300,18000,18290,2230,2230,2180,3580,3570,3500,3070,3090,3090,14960,14960,14960,2390,2460,2440,34500,34400,34500,11500,11500,11500,14500,14490,14500,8400,8400,8360,10450,10500,10340,8300,8280,8270,7970,7810,8000,7290,7210,7220,680,670,670,3910,3930,3900,5600,5600,5650,3700,3700,3700,6800,6790,6790,2350,2370,2400,1510,1490,1520,13000,12800,12800,2480,2480,2480,,18000,17990,18170,2060,2000,2050,2800,2850,2840,79000,78030,80000,10600,10600,10600,3100,3100,3100,17000,17290,17290,39000,37100,38800,26300,26490,26300,4200,4190,4200,25880,25870,26180,13300,13250,13240,3820,3850,3800,8360,8360,8400,13500,13900,13390,20400,20500,20500,140010,140000,140100,46300,46300,46200,450,440,450,22840,22540,22600,6802.72,6798,6816.39,6790.75,463420,-0.1
71,2018-03-13,92.6,6.04,3569.9,5009.6,-1220.8,1694.2,18158.6,18290,18390,18390,2180,2170,2160,3500,3470,3470,3090,3160,3090,14960,14960,14920,2440,2490,2380,34500,34600,34320,11500,11400,11400,14500,14700,14450,8360,8350,8210,10340,10440,10430,8270,8100,8270,8000,7990,7990,7220,7220,7290,670,670,670,3900,3900,3920,5650,5650,5650,3700,3700,3700,6790,6790,6780,2400,2370,2400,1520,1510,1500,12800,13000,13000,2480,2480,2500,,18170,18170,18170,2050,2060,2060,2840,2910,2860,80370,82450,82450,10600,10590,10600,3100,3080,3100,17290,17280,17280,38800,38750,38750,26300,26400,26250,4200,4220,4200,26180,26100,26490,13240,13250,13250,3800,3830,3910,8400,8360,8400,13390,13390,13390,20500,20650,21100,140100,140100,141100,46200,46300,46400,450,450,450,22600,22630,22900,6829.62,6812.57,6853.8,6808,328290,0.4
72,2018-03-14,92.6,6.04,3569.9,5009.6,-1220.8,1694.2,18158.6,18390,18380,18250,2160,2240,2120,3470,3450,3500,3090,3030,3040,14920,14920,14820,2380,2440,2340,34320,34990,34300,11400,11400,11380,14450,14700,14400,8210,8250,8220,10430,10400,10350,8270,8270,8270,7990,7990,7990,7290,7210,7210,670,660,650,3920,3940,3910,5650,5740,5600,3700,3700,3690,6780,6790,6780,2400,2330,2330,1500,1500,1490,13000,13000,13000,2500,2500,2500,,18170,18000,18000,2060,2050,2050,2860,2790,2790,82450,82400,80000,10600,10510,10500,3100,3090,3070,17280,17280,17280,38750,38750,37590,26250,26300,26210,4200,4220,4200,26490,26490,26700,13250,13250,13230,3910,3910,3900,8400,8400,8400,13390,13250,13200,21100,21200,21000,141100,141300,141100,46400,46350,46400,450,450,430,22900,23000,23200,6826.15,6840.25,6854.38,6819.26,1150000,-0.05
73,2018-03-15,92.6,6.04,3569.9,5009.6,-1220.8,1694.2,18158.6,18250,18390,18390,2120,2120,2210,3500,3500,3580,3040,3040,3000,14820,14820,14700,2340,2270,2270,34300,34300,34000,11380,11220,11220,14400,14450,14270,8220,8220,8230,10350,10350,10300,8270,8250,8250,7990,8030,8030,7210,7300,7350,650,650,650,3910,3940,3910,5600,5790,5780,3690,3700,3690,6780,6770,6780,2330,2300,2300,1490,1520,1490,13000,13000,13000,2500,2480,2480,,18000,18000,18000,2050,1990,2050,2790,2740,2790,80000,81000,79880,10500,10500,10500,3070,3090,3090,17280,17000,17000,37590,37590,38710,26210,26340,26260,4200,4200,4200,26700,26690,27200,13230,13240,13300,3900,3910,3900,8400,8400,8500,13200,13570,13200,21000,21000,20800,141100,140510,141250,46400,46200,46200,430,420,440,23200,23550,23410,6847.54,6827.03,6878.54,6827.03,393120,0.31
74,2018-03-16,92.6,6.04,3569.9,5009.6,-1220.8,1694.2,18158.6,18390,18380,18300,2210,2150,2210,3580,3580,3500,3000,3000,3040,14700,14700,14600,2270,2270,2270,34000,34300,33500,11220,11220,11230,14270,14530,14980,8230,8250,8250,10300,10350,10270,8250,8250,8250,8030,8030,8030,7350,7390,7220,650,640,640,3910,3900,3940,5780,5790,5740,3690,3700,3690,6780,6770,6780,2300,2340,2300,1490,1460,1510,13000,13000,13380,2480,2430,2440,,18000,17980,17980,2050,2040,1990,2790,2790,2850,79880,81000,79880,10500,10300,10300,3090,3070,3090,17000,17000,17000,38710,38700,38700,26260,26280,26430,4200,4200,4320,27200,27200,27200,13300,13180,13300,3900,3840,3870,8500,8880,9010,13200,13250,13990,20800,21000,21100,141250,141000,141900,46200,46400,47250,440,430,430,23410,23450,23690,6932.07,6852.12,6932.64,6851.2,793490,1.23
77,2018-03-19,92.6,6.04,3569.9,5009.6,-1220.8,1694.2,18158.6,18300,18380,18300,2210,2240,2240,3500,3460,3460,3040,3040,3040,14600,14500,14500,2170,2270,2270,33280,33200,32450,11230,11230,11230,14980,14980,14900,8250,8230,8300,10270,10270,10300,8250,8250,8250,8030,8030,8030,7220,7260,7350,640,640,640,3940,3940,3950,5740,5740,5740,3690,3690,3690,6780,6780,6780,2300,2340,2300,1510,1510,1510,13380,13380,13950,2440,2440,2480,,17980,17980,18000,1990,2030,2030,2850,2780,2780,79880,82270,82200,10300,10600,10500,3090,3090,3070,17000,17000,17000,38700,38700,38700,26430,26430,26400,4320,4320,4380,27200,27200,27500,13300,13250,13200,3870,3780,3900,9010,8880,9010,13990,14090,14700,21100,21100,21110,141900,141900,141500,47250,46650,47200,430,430,420,23690,23460,23500,6980.7,6938.53,6980.7,6917.43,221050,0.7
